Latitude,Longitude,RowID,IncidentNumber,ArrestNumber,Age,Sex,Race,ArrestDateTime,ArrestLocation,IncidentOffence,IncidentLocation,Charge_CJIS,ChargeDescription,District,Post,Neighborhood,GeoLocation,Shape,geometry,longitude,latitude,address_test,c_cjisid,c_chargeid,c_cjiscode,c_class,c_describe35,c_describe70,Detail,c_date_begin,c_date_end,c_article,c_section,c_subsec,c_paragraph,c_felony,c_jailable,c_phrqd,c_maxfine,c_timetype,c_timeamt,c_ruleno,c_description,c_notes,c_mod_date,c_new_date,describe_test,Charge
39.3018,-76.5977,36391,24K08028,24188802,18.0,Male,Black,2024-11-26 08:26:00+00:00,1500 EAGER ST,Unknown Offense,1500 EAGER ST,2 0705,ARMED ROBBERY,Central,125,Gay Street,"(39.3018,-76.5977)",,POINT (-76.5977 39.3018),-76.5977,39.3018,True,6706.0,11292.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2000-10-01,2002-09-30,27,488,,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, with a dangerous and deadly weapon,  rob _________ (victim)and violently did steal from said person ________ (items taken).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under Art. 27, Sec. 36B(d) should be placed.",2014-04-07,2000-09-18,True,Armed Robbery/Conspiracy
39.3018,-76.5977,36391,24K08028,24188802,18.0,Male,Black,2024-11-26 08:26:00+00:00,1500 EAGER ST,Unknown Offense,1500 EAGER ST,2 0705,ARMED ROBBERY,Central,125,Gay Street,"(39.3018,-76.5977)",,POINT (-76.5977 39.3018),-76.5977,39.3018,True,7201.0,11827.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2002-10-01,,CR,3,403,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, [with a dangerous weapon/by displaying a written instrument claiming that the person had a dangerous weapon], [rob/attempt to rob] _____(victim)and violently did [steal/attempt to steal] from said person ________ (item(s)).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under CR 4-203 should be placed.",2009-01-12,2002-09-09,True,Armed Robbery/Conspiracy
39.3039,-76.581,73731,24J04580,24167323,40.0,Male,Black,2024-10-18 12:15:00+00:00,2600 CHASE ST,Unknown Offense,2600 CHASE ST,2 0705,ROBBERY,Southeast,226,Biddle Street,"(39.3039,-76.581)",,POINT (-76.581 39.3039),-76.581,39.3039,True,6706.0,11292.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2000-10-01,2002-09-30,27,488,,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, with a dangerous and deadly weapon,  rob _________ (victim)and violently did steal from said person ________ (items taken).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under Art. 27, Sec. 36B(d) should be placed.",2014-04-07,2000-09-18,True,Armed Robbery/Conspiracy
39.3039,-76.581,73731,24J04580,24167323,40.0,Male,Black,2024-10-18 12:15:00+00:00,2600 CHASE ST,Unknown Offense,2600 CHASE ST,2 0705,ROBBERY,Southeast,226,Biddle Street,"(39.3039,-76.581)",,POINT (-76.581 39.3039),-76.581,39.3039,True,7201.0,11827.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2002-10-01,,CR,3,403,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, [with a dangerous weapon/by displaying a written instrument claiming that the person had a dangerous weapon], [rob/attempt to rob] _____(victim)and violently did [steal/attempt to steal] from said person ________ (item(s)).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under CR 4-203 should be placed.",2009-01-12,2002-09-09,True,Armed Robbery/Conspiracy
39.2829,-76.6682,77940,24J04674,24164368,36.0,Male,Black,2024-10-14 19:56:00+00:00,3100 LEEDS ST,Unknown Offense,3100 LEEDS ST,2 0705,ARMED ROBBERY,Southwest,817,Carroll-South Hilton,"(39.2829,-76.6682)",,POINT (-76.6682 39.2829),-76.6682,39.2829,True,6706.0,11292.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2000-10-01,2002-09-30,27,488,,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, with a dangerous and deadly weapon,  rob _________ (victim)and violently did steal from said person ________ (items taken).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under Art. 27, Sec. 36B(d) should be placed.",2014-04-07,2000-09-18,True,Armed Robbery/Conspiracy
39.2829,-76.6682,77940,24J04674,24164368,36.0,Male,Black,2024-10-14 19:56:00+00:00,3100 LEEDS ST,Unknown Offense,3100 LEEDS ST,2 0705,ARMED ROBBERY,Southwest,817,Carroll-South Hilton,"(39.2829,-76.6682)",,POINT (-76.6682 39.2829),-76.6682,39.2829,True,7201.0,11827.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2002-10-01,,CR,3,403,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, [with a dangerous weapon/by displaying a written instrument claiming that the person had a dangerous weapon], [rob/attempt to rob] _____(victim)and violently did [steal/attempt to steal] from said person ________ (item(s)).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under CR 4-203 should be placed.",2009-01-12,2002-09-09,True,Armed Robbery/Conspiracy
39.2928,-76.6219,94743,24I09438,24156251,41.0,Female,Black,2024-09-28 05:40:00+00:00,300 JASPER ST,Unknown Offense,300 JASPER ST,2 0705,ROBBERY,Central,112,Downtown,"(39.2928,-76.6219)",,POINT (-76.6219 39.2928),-76.6219,39.2928,True,6706.0,11292.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2000-10-01,2002-09-30,27,488,,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, with a dangerous and deadly weapon,  rob _________ (victim)and violently did steal from said person ________ (items taken).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under Art. 27, Sec. 36B(d) should be placed.",2014-04-07,2000-09-18,True,Armed Robbery/Conspiracy
39.2928,-76.6219,94743,24I09438,24156251,41.0,Female,Black,2024-09-28 05:40:00+00:00,300 JASPER ST,Unknown Offense,300 JASPER ST,2 0705,ROBBERY,Central,112,Downtown,"(39.2928,-76.6219)",,POINT (-76.6219 39.2928),-76.6219,39.2928,True,7201.0,11827.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2002-10-01,,CR,3,403,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, [with a dangerous weapon/by displaying a written instrument claiming that the person had a dangerous weapon], [rob/attempt to rob] _____(victim)and violently did [steal/attempt to steal] from said person ________ (item(s)).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under CR 4-203 should be placed.",2009-01-12,2002-09-09,True,Armed Robbery/Conspiracy
39.3014,-76.6071,101055,24I07438,24152428,44.0,Male,Black,2024-09-22 14:30:00+00:00,700 EAGER ST,Unknown Offense,700 EAGER ST,2 0705,ASSAULT,Central,124,Johnston Square,"(39.3014,-76.6071)",,POINT (-76.6071 39.3014),-76.6071,39.3014,True,6706.0,11292.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2000-10-01,2002-09-30,27,488,,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, with a dangerous and deadly weapon,  rob _________ (victim)and violently did steal from said person ________ (items taken).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under Art. 27, Sec. 36B(d) should be placed.",2014-04-07,2000-09-18,True,Armed Robbery/Conspiracy
39.3014,-76.6071,101055,24I07438,24152428,44.0,Male,Black,2024-09-22 14:30:00+00:00,700 EAGER ST,Unknown Offense,700 EAGER ST,2 0705,ASSAULT,Central,124,Johnston Square,"(39.3014,-76.6071)",,POINT (-76.6071 39.3014),-76.6071,39.3014,True,7201.0,11827.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2002-10-01,,CR,3,403,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, [with a dangerous weapon/by displaying a written instrument claiming that the person had a dangerous weapon], [rob/attempt to rob] _____(victim)and violently did [steal/attempt to steal] from said person ________ (item(s)).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under CR 4-203 should be placed.",2009-01-12,2002-09-09,True,Armed Robbery/Conspiracy
39.2939,-76.6213,103159,24I06784,24152177,24.0,Male,Black,2024-09-20 18:45:00+00:00,400 EUTAW ST,Unknown Offense,400 EUTAW ST,2 0705,ARMED ROBBERY,Central,112,Downtown,"(39.2939,-76.6213)",,POINT (-76.6213 39.2939),-76.6213,39.2939,True,6706.0,11292.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2000-10-01,2002-09-30,27,488,,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, with a dangerous and deadly weapon,  rob _________ (victim)and violently did steal from said person ________ (items taken).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under Art. 27, Sec. 36B(d) should be placed.",2014-04-07,2000-09-18,True,Armed Robbery/Conspiracy
39.2939,-76.6213,103159,24I06784,24152177,24.0,Male,Black,2024-09-20 18:45:00+00:00,400 EUTAW ST,Unknown Offense,400 EUTAW ST,2 0705,ARMED ROBBERY,Central,112,Downtown,"(39.2939,-76.6213)",,POINT (-76.6213 39.2939),-76.6213,39.2939,True,7201.0,11827.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2002-10-01,,CR,3,403,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, [with a dangerous weapon/by displaying a written instrument claiming that the person had a dangerous weapon], [rob/attempt to rob] _____(victim)and violently did [steal/attempt to steal] from said person ________ (item(s)).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under CR 4-203 should be placed.",2009-01-12,2002-09-09,True,Armed Robbery/Conspiracy
39.3445,-76.6099,117270,24I02397,24144318,54.0,Male,Black,2024-09-07 23:08:00+00:00,4600 YORK RD,Unknown Offense,4600 YORK RD,2 0705,ARMED ROBBERY,Northern,525,Kernewood,"(39.3445,-76.6099)",,POINT (-76.6099 39.3445),-76.6099,39.3445,True,6706.0,11292.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2000-10-01,2002-09-30,27,488,,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, with a dangerous and deadly weapon,  rob _________ (victim)and violently did steal from said person ________ (items taken).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under Art. 27, Sec. 36B(d) should be placed.",2014-04-07,2000-09-18,True,Armed Robbery/Conspiracy
39.3445,-76.6099,117270,24I02397,24144318,54.0,Male,Black,2024-09-07 23:08:00+00:00,4600 YORK RD,Unknown Offense,4600 YORK RD,2 0705,ARMED ROBBERY,Northern,525,Kernewood,"(39.3445,-76.6099)",,POINT (-76.6099 39.3445),-76.6099,39.3445,True,7201.0,11827.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2002-10-01,,CR,3,403,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, [with a dangerous weapon/by displaying a written instrument claiming that the person had a dangerous weapon], [rob/attempt to rob] _____(victim)and violently did [steal/attempt to steal] from said person ________ (item(s)).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under CR 4-203 should be placed.",2009-01-12,2002-09-09,True,Armed Robbery/Conspiracy
39.2905,-76.6226,117285,24I00692,24144228,20.0,Male,Black,2024-09-07 14:45:00+00:00,500 FAYETTE ST,Unknown Offense,500 FAYETTE ST,2 0705,ROBBERY,Central,115,Downtown,"(39.2905,-76.6226)",,POINT (-76.6226 39.2905),-76.6226,39.2905,True,6706.0,11292.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2000-10-01,2002-09-30,27,488,,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, with a dangerous and deadly weapon,  rob _________ (victim)and violently did steal from said person ________ (items taken).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under Art. 27, Sec. 36B(d) should be placed.",2014-04-07,2000-09-18,True,Armed Robbery/Conspiracy
39.2905,-76.6226,117285,24I00692,24144228,20.0,Male,Black,2024-09-07 14:45:00+00:00,500 FAYETTE ST,Unknown Offense,500 FAYETTE ST,2 0705,ROBBERY,Central,115,Downtown,"(39.2905,-76.6226)",,POINT (-76.6226 39.2905),-76.6226,39.2905,True,7201.0,11827.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2002-10-01,,CR,3,403,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, [with a dangerous weapon/by displaying a written instrument claiming that the person had a dangerous weapon], [rob/attempt to rob] _____(victim)and violently did [steal/attempt to steal] from said person ________ (item(s)).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under CR 4-203 should be placed.",2009-01-12,2002-09-09,True,Armed Robbery/Conspiracy
39.326,-76.6788,120396,24I01191,24142512,34.0,Male,Black,2024-09-04 14:10:00+00:00,3600 LIBERTY HEIGHTS AVE,Unknown Offense,3600 LIBERTY HEIGHTS AVE,2 0705,COMMERCIAL ARMED ROBBERY,Northwest,616,Forest Park,"(39.326,-76.6788)",,POINT (-76.6788 39.326),-76.6788,39.326,True,6706.0,11292.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2000-10-01,2002-09-30,27,488,,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, with a dangerous and deadly weapon,  rob _________ (victim)and violently did steal from said person ________ (items taken).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under Art. 27, Sec. 36B(d) should be placed.",2014-04-07,2000-09-18,True,Armed Robbery/Conspiracy
39.326,-76.6788,120396,24I01191,24142512,34.0,Male,Black,2024-09-04 14:10:00+00:00,3600 LIBERTY HEIGHTS AVE,Unknown Offense,3600 LIBERTY HEIGHTS AVE,2 0705,COMMERCIAL ARMED ROBBERY,Northwest,616,Forest Park,"(39.326,-76.6788)",,POINT (-76.6788 39.326),-76.6788,39.326,True,7201.0,11827.0,20705.0,,ARMED ROBBERY,ARMED ROBBERY,ARMED ROBBERY,2002-10-01,,CR,3,403,,Y,Y,Y,0.0,Y,20.0,616 1/2,"...did unlawfully and feloniously, [with a dangerous weapon/by displaying a written instrument claiming that the person had a dangerous weapon], [rob/attempt to rob] _____(victim)and violently did [steal/attempt to steal] from said person ________ (item(s)).","NOTE:Weapon means any actual weapon or any instrument that the victim reasonably perceives to be a dangerous and deadly weapon, that could inflict death or grevious bodily harm.

If an actual handgun is involved, armed robbery and a separate charge of use of a handgun in the commission of a crime of violence under CR 4-203 should be placed.",2009-01-12,2002-09-09,True,Armed Robbery/Conspiracy
